City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,saint austell,50.3383,-4.7658,5.57,75,0,3.6,GB,1675623330
348,canete,-37.8,-73.4,23.33,57,7,4.98,CL,1675623331
349,porto novo,6.4965,2.6036,28.9,81,100,4.63,BJ,1675623331
350,puli,23.9664,120.9695,16.79,90,100,0.24,TW,1675623332
351,lysa hora,48.1706,31.1099,-2.07,85,100,5.04,UA,1675623333
352,dingle,10.9995,122.6711,23.21,93,100,3.48,PH,1675623333
353,eluru,16.7,81.1,19.76,91,5,1.38,IN,1675623264
354,palauig,15.435,119.9045,24.82,76,93,1.5,PH,1675623198
355,bandrele,-12.9067,45.1914,27.86,83,75,3.09,YT,1675623334
356,luderitz,-26.6481,15.1594,19.04,76,96,8.58,NA,1675623334
357,nizhniy kuranakh,58.8353,125.4869,-28.87,99,100,1.53,RU,1675623335
358,buraydah,26.326,43.975,17.25,30,59,4.35,SA,1675623335
359,humboldt,40.6665,-123.9178,4.36,96,100,1.94,US,1675623336
360,sao jose da coroa grande,-8.8978,-35.1478,27.97,72,19,4.2,BR,1675623150
361,najran,17.4924,44.1277,21.36,29,100,1.32,SA,1675623336
362,pacific grove,36.6177,-121.9166,13.14,86,75,6.17,US,1675622882
363,okakarara,-20.5833,17.4333,20.39,79,100,2.86,NA,1675623337
